"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"EQVI",992156,"R",4,2010,2,11,2013,7,11,"E","VSV","EWP","A",26,1,2013,15,28,0,"ROGN","SALIENT",1080,86,32.54,37.88,5.34,1.16,55.71,21.5,21,"J",311,"GOND",286000,0.0,11,123.6
"DPWA",43543,"R",4,2009,5,25,2014,5,19,"E","DPK","QDP","A",27,1,2013,2,0,0,"ROGN","SALIENT",1343,69,32.42,35.35,2.93,1.09,57.38,24.6,24,"K",341,"HOPP",286000,0.0,11,120.3
"FROA",7628,"L",1,2012,3,17,2014,12,10,"E","VSF","FGP","B",27,1,2013,6,24,0,"BMRK","SALIENT",316,87,35.5,42.14,6.64,1.19,32.51,23.5,21,"J",311,"GOND",286000,0.0,65,127.9
"WAXA",6653,"R",2,2010,12,4,2013,8,29,"E","POP","ENP","A",27,1,2013,15,49,24,"AMAZ","PRT",785,75,35.85,43.47,7.62,1.21,54.04,26.4,24,"K",346,"HOPP",286000,0.0,11,116.2
"EQVI",992885,"L",4,2011,11,26,2014,3,15,"E","FHE","QDP","A",27,1,2013,21,53,34,"PRAI","PRT",428,76,27.35,33.16,5.81,1.21,38.61,23.2,21,"J",311,"GOND",286000,0.0,11,108.9
"RJHA",6417,"L",1,2010,10,23,2013,10,23,"E","UUV","QDP","A",27,1,2013,22,51,13,"AMAZ","PRT",827,63,21.58,24.76,3.18,1.15,47.01,21.4,22,"J",311,"GOND",286000,0.0,11,84.7
"EQVI",985390,"R",4,2011,6,22,2014,11,3,"E","FHF","UZP","A",13,9,2012,6,58,7,"VELO","PRT",449,74,30.77,35.18,4.41,1.14,26.84,23.6,24,"K",341,"HOPP",286000,0.0,11,99.5
"EQVI",985205,"L",2,2010,6,8,2014,5,14,"E","VSV","DWP","A",13,9,2012,1,11,0,"ROGN","SALIENT",828,77,35.94,42.59,6.65,1.19,55.52,24.9,24,"K",341,"HOPP",286000,0.0,11,124.1
"EQVI",985162,"R",4,2010,1,15,2014,3,6,"E","KGZ","JMF","A",13,9,2012,1,15,0,"KIRK","SALIENT",972,61,35.72,41.84,6.12,1.17,39.71,24.9,24,"K",341,"HOPP",286000,0.0,11,114.9
"EQVI",986535,"L",4,2011,10,13,2014,10,13,"E","KGZ","JMF","A",13,9,2012,1,15,0,"KIRK","SALIENT",336,33,38.07,45.78,7.71,1.2,39.63,24.7,24,"K",341,"HOPP",286000,0.0,11,117.4
"EQVI",903038,"R",3,2011,1,3,2013,7,7,"E","FRE","VFP","A",13,9,2012,1,18,0,"BMRK","SALIENT",619,34,31.37,40.28,8.91,1.28,23.64,22.5,21,"J",311,"GOND",286000,0.0,65,112.9
"EQVI",991277,"L",4,2008,1,30,2012,11,1,"E","FRE","VFP","A",13,9,2012,1,18,0,"BMRK","SALIENT",1688,54,26.67,31.3,4.63,1.17,24.23,21.7,20,"J",311,"GOND",286000,0.0,11,105.1
"EQVI",867812,"R",3,2012,6,21,2013,10,16,"M","JDO","LKE","A",13,9,2012,1,26,38,"LEED","PRT",84,66,30.13,36.86,6.73,1.22,56.98,37.3,25,"E",241,"GOND",286000,0.0,11,112.7
"EQVI",715252,"L",4,2011,7,10,2014,7,10,"X","KHU","UVV","G",13,9,2012,1,43,0,"COCH","SALIENT",431,54,36.42,43.55,7.13,1.2,54.95,31.4,31,"C",114,"HOPP",286000,0.0,11,114.9
"FHIA",3183,"R",2,2010,7,26,2013,7,26,"X","KHU","ZDY","A",14,9,2012,20,7,19,"PRAI","PRT",781,47,44.01,56.84,12.83,1.29,52.2,38.2,31,"C",114,"HOPP",286000,50.59,60,116.1
"EQ",868049,"R",1,2009,9,27,2012,9,27,"E","VXP","EWP","A",15,9,2012,19,31,29,"JOPP","PRT",1084,44,31.03,58.77,27.74,1.89,29.99,21.4,21,"J",311,"GOND",286000,6096.99,65,105.6
"EQVI",903593,"R",2,2009,1,23,2013,8,2,"E","FRE","VFP","A",13,9,2012,2,49,20,"JOPP","PRT",1329,101,28.97,34.84,5.87,1.2,24.4,21.0,20,"J",311,"GOND",286000,0.0,60,109.8
"EQVI",992035,"R",4,2011,9,21,2014,4,2,"E","FRE","QDP","A",18,9,2012,10,56,8,"JOPP","PRT",363,18,31.73,33.09,1.36,1.04,38.99,25.1,21,"J",311,"GOND",286000,0.0,11,114.7
"AFOA",23538,"L",2,2009,12,27,2012,12,27,"E","PLF","FGP","A",15,9,2012,2,12,0,"ROGN","SALIENT",993,16,32.18,35.63,3.45,1.11,39.53,26.4,25,"K",341,"HOPP",286000,0.0,11,118.3
"EQ",869339,"L",1,2009,4,26,2014,3,26,"E","EHQ","DEP","A",14,9,2012,2,51,32,"JOPP","PRT",1237,94,29.1,34.97,5.87,1.2,23.51,21.0,21,"J",311,"GOND",286000,0.0,65,104.3
"EQVI",562907,"L",7,2011,8,15,2013,10,16,"B","RLJ","VFR","A",13,9,2012,5,13,0,"WINT","SALIENT",395,28,22.0,24.6,2.6,1.12,42.62,91.1,88,"S",162,"IFLT",802000,0.0,73,125.8
"GHHA",93890,"L",4,2009,6,8,2014,5,19,"E","VXG","VFP","A",13,9,2012,5,28,34,"JOPP","PRT",1193,16,32.61,35.09,2.48,1.08,32.82,21.3,20,"J",311,"GOND",286000,0.0,11,102.2
"GHHA",8897,"R",3,2010,1,11,2013,1,11,"E","VXG","EWP","A",18,9,2012,8,37,47,"JOPP","PRT",981,24,43.75,49.36,5.61,1.13,27.51,21.7,22,"J",301,"GOND",286000,0.0,60,125.0
"EQVI",544502,"R",2,2008,7,2,2013,8,27,"Z","FKF","SWO","A",14,9,2012,8,29,0,"MESA","SALIENT",1535,16,22.15,26.57,4.42,1.2,54.63,104.0,72,"S",635,"IFLT",491000,0.0,11,141.0
"EQ",21301,"R",3,2010,3,11,2013,2,11,"U","PDG","DOO","T",13,9,2012,6,5,0,"COCH","SALIENT",917,68,35.35,39.96,4.61,1.13,52.78,29.9,28,"K",384,"HOPP",263000,2935.6,11,110.1
"EQVI",708410,"R",3,2010,7,8,2014,4,2,"X","OYZ","VKP","H",15,9,2012,19,59,0,"MESA","SALIENT",800,91,39.59,41.92,2.33,1.06,55.12,30.9,30,"C",114,"HOPP",286000,0.0,11,96.9
"EQVI",503987,"R",2,2011,4,22,2014,4,22,"B","FKF","VHD","A",13,9,2012,6,41,0,"PEST","SALIENT",510,19,11.14,12.05,0.91,1.08,35.94,94.2,94,"S",167,"IFLT",800000,0.0,11,116.3
"QRNO",563666,"L",1,2010,10,28,2014,3,27,"B","RPD","VHD","A",13,9,2012,21,15,0,"PEST","SALIENT",686,22,12.09,22.92,10.83,1.9,34.9,64.8,64,"S",138,"IFLT",486000,3731.19,65,69.9
"FHIA",73729,"R",1,2011,5,16,2013,12,2,"E","VXG","VFP","A",14,9,2012,4,22,43,"JOPP","PRT",487,118,29.22,33.91,4.69,1.16,23.53,20.2,21,"J",311,"GOND",286000,0.0,11,106.8
"EQVI",707253,"L",2,2009,10,8,2012,10,8,"X","NDO","JIG","A",14,9,2012,15,7,37,"MALT","PRT",1072,18,42.02,45.55,3.53,1.08,52.2,33.5,30,"C",114,"HOPP",286000,0.0,11,109.7
"EQVI",713407,"R",3,2008,8,16,2013,3,10,"X","NDO","JIG","A",14,9,2012,15,7,37,"MALT","PRT",1490,60,41.45,47.06,5.61,1.14,50.86,34.6,31,"C",114,"HOPP",286000,0.0,65,111.8
"EQVI",587335,"R",7,2011,3,15,2014,3,15,"Q","DOW","ODF","A",16,9,2012,23,46,0,"BAGD","SALIENT",551,27,13.26,15.99,2.73,1.21,28.68,100.1,67,"S",635,"IFLT",487000,0.0,64,98.7
"VSVA",4376,"L",4,2011,10,6,2014,10,6,"E","VXG","VFP","A",13,9,2012,13,38,47,"JOPP","PRT",343,32,31.72,34.61,2.89,1.09,26.2,20.5,21,"J",311,"GOND",286000,0.0,11,108.3
"FHIA",73339,"L",4,2011,5,9,2013,4,11,"E","VXG","VFP","A",13,9,2012,13,38,47,"JOPP","PRT",493,106,27.48,31.37,3.89,1.14,24.08,21.5,21,"J",311,"GOND",286000,0.0,65,101.7
"WLOA",76364,"R",3,2011,1,16,2012,12,23,"E","VOS","UZP","A",15,9,2012,10,49,0,"ROGN","SALIENT",608,17,38.77,40.5,1.73,1.04,38.8,21.6,20,"J",311,"GOND",286000,0.0,11,125.2
"KLSA",57351,"L",1,2009,10,22,2012,10,22,"E","VOS","UZP","A",15,9,2012,10,49,0,"ROGN","SALIENT",1059,6,36.14,38.17,2.03,1.06,40.26,21.6,21,"J",311,"GOND",286000,1115.58,60,125.1
"WJQA",64128,"R",2,2010,10,10,2014,8,18,"E","VOS","ENP","A",16,9,2012,13,13,0,"ROGN","SALIENT",707,4,38.1,40.28,2.18,1.06,59.02,21.5,20,"J",311,"GOND",286000,0.0,11,125.6
"IXUA",293317,"R",1,2010,9,7,2013,7,22,"E","WKK","QDP","A",13,9,2012,16,21,28,"AMAZ","PRT",737,141,35.18,36.75,1.57,1.04,53.89,23.4,22,"J",311,"GOND",286000,0.0,11,122.2
"IXUA",293406,"R",3,2011,2,3,2013,4,30,"E","WKK","QDP","A",13,9,2012,16,21,28,"AMAZ","PRT",588,12,40.45,43.31,2.86,1.07,51.39,31.6,22,"J",311,"GOND",286000,0.0,11,134.4
"IXUA",299989,"L",1,2011,12,24,2014,12,24,"E","WKK","QDP","A",13,9,2012,16,21,28,"AMAZ","PRT",264,149,38.01,39.68,1.67,1.04,53.17,21.2,20,"J",311,"GOND",286000,1907.74,65,123.3
"SQMA",83967,"L",4,2010,2,4,2014,11,29,"E","GRO","HEP","D",15,9,2012,19,8,0,"ROGN","SALIENT",954,32,33.56,39.08,5.52,1.16,55.85,21.4,20,"J",311,"GOND",286000,0.0,75,130.3
"QFXA",43152,"L",4,2011,8,28,2013,3,25,"E","GRO","ENP","D",13,9,2012,18,28,0,"ROGN","SALIENT",382,56,36.75,37.74,0.99,1.03,45.74,22.4,22,"J",311,"GOND",286000,0.0,11,131.7
"EQVI",903928,"R",1,2011,12,20,2013,11,6,"E","FUG","HWP","A",13,9,2012,18,56,0,"ROGN","SALIENT",268,59,37.35,45.0,7.65,1.2,53.79,21.4,21,"J",311,"GOND",286000,0.0,60,124.2
"DPWA",43638,"R",1,2008,3,30,2014,3,24,"E","DPK","QDP","A",15,9,2012,22,15,0,"ROGN","SALIENT",1630,106,33.1,38.13,5.03,1.15,46.85,25.2,24,"K",341,"HOPP",286000,27277.88,11,120.1
"NOOA",44337,"L",3,2009,10,22,2012,10,22,"E","DPK","QDP","A",15,9,2012,22,15,0,"ROGN","SALIENT",1059,23,42.88,45.92,3.04,1.07,46.55,25.0,24,"K",341,"HOPP",286000,0.0,60,121.3
"EQ",866807,"L",3,2012,5,22,2013,2,17,"E","UEH","VAP","A",13,9,2012,19,37,0,"MESA","SALIENT",114,121,46.21,51.63,5.42,1.12,50.02,22.6,22,"J",311,"GOND",286000,0.0,75,133.9
"GHHA",223691,"R",4,2009,3,6,2014,7,15,"E","VXG","VAP","A",18,9,2012,3,2,13,"JOPP","PRT",1292,37,39.99,43.94,3.95,1.1,27.74,22.1,20,"J",311,"GOND",286000,0.0,11,139.6
"GHHA",360,"R",3,2010,7,30,2013,7,30,"E","VXG","VAP","A",18,9,2012,3,2,13,"JOPP","PRT",781,82,40.08,42.7,2.62,1.07,23.07,21.2,21,"J",311,"GOND",286000,0.0,11,141.4
"FHIA",71870,"R",3,2010,3,19,2012,9,26,"E","RNR","HEP","A",15,9,2012,15,2,0,"ROGN","SALIENT",911,17,38.56,48.31,9.75,1.25,41.52,22.5,20,"J",311,"GOND",286000,5032.88,65,124.3
"FLWA",833155,"R",1,2011,9,6,2014,9,6,"E","RNR","HEP","A",15,9,2012,15,2,0,"ROGN","SALIENT",375,20,34.61,37.88,3.27,1.09,41.7,21.6,22,"J",311,"GOND",286000,0.0,11,124.2
"FLWA",833142,"R",2,2009,10,20,2012,10,20,"E","RNR","HEP","A",15,9,2012,15,2,0,"ROGN","SALIENT",1061,15,33.94,43.14,9.2,1.27,41.42,23.6,22,"J",311,"GOND",286000,0.0,11,123.1
"FHIA",71813,"L",1,2010,2,27,2014,5,30,"E","RNR","HEP","A",15,9,2012,15,2,0,"ROGN","SALIENT",931,104,38.58,45.85,7.27,1.19,44.11,21.0,20,"J",311,"GOND",286000,0.0,60,124.0
"JHPA",8508,"L",2,2011,7,17,2014,7,17,"E","NFV","QDP","A",13,9,2012,22,9,48,"AMAZ","PRT",424,96,33.95,42.16,8.21,1.24,49.97,21.3,21,"J",311,"GOND",286000,0.0,11,113.4
"WJQA",64474,"R",2,2011,11,14,2014,11,14,"E","VOS","UZP","A",13,9,2012,22,42,0,"ROGN","SALIENT",304,69,36.27,42.85,6.58,1.18,55.17,20.8,20,"J",311,"GOND",286000,0.0,11,125.7
"WJQA",64882,"L",1,2009,11,10,2012,11,10,"E","VOS","UZP","A",13,9,2012,22,42,0,"ROGN","SALIENT",1038,52,39.74,44.03,4.29,1.11,56.07,20.5,20,"J",311,"GOND",286000,0.0,64,125.5
"EVSA",4095,"R",2,2011,4,16,2014,10,4,"E","EVE","UZP","A",13,9,2012,23,19,59,"JOPP","PRT",516,77,40.48,42.96,2.48,1.06,26.84,22.0,20,"J",311,"GOND",286000,0.0,11,114.2
"EVSA",4095,"L",1,2011,10,26,2014,5,10,"E","EVE","UZP","A",13,9,2012,23,19,59,"JOPP","PRT",323,77,25.03,30.42,5.39,1.22,26.84,22.0,20,"J",311,"GOND",286000,0.0,11,114.2
"EQVI",717198,"L",1,2011,9,18,2014,9,18,"X","NDO","FVQ","M",16,9,2012,21,36,0,"BMRK","SALIENT",364,90,37.88,41.17,3.29,1.09,25.67,31.2,30,"C",114,"HOPP",286000,0.0,64,114.4
"IXUA",293329,"R",3,2009,10,9,2012,10,9,"E","WKK","QDP","A",16,9,2012,2,7,36,"AMAZ","PRT",1073,15,38.03,43.03,5.0,1.13,46.14,31.3,22,"J",311,"GOND",286000,0.0,11,145.7
"EQVI",718182,"R",1,2011,4,27,2014,4,27,"X","KHU","KZP","A",14,9,2012,0,38,52,"GAGE","PRT",506,68,28.09,36.82,8.73,1.31,55.09,33.4,31,"C",114,"HOPP",286000,0.0,25,109.5
"EQVI",718182,"L",3,2011,5,20,2014,5,20,"X","KHU","KZP","A",14,9,2012,0,38,52,"GAGE","PRT",483,68,31.88,36.55,4.67,1.15,55.09,33.4,31,"C",114,"HOPP",286000,0.0,11,109.5
"EQVI",561747,"R",1,2011,9,12,2014,9,12,"B","IWZ","VFR","A",14,9,2012,1,8,0,"BAGD","SALIENT",367,31,11.72,19.35,7.63,1.65,50.08,90.0,88,"S",162,"IFLT",800500,0.0,11,200.1
"EQVI",904390,"R",2,2010,2,19,2013,8,21,"E","FUG","DWP","A",14,9,2012,1,19,0,"ROGN","SALIENT",938,10,37.4,45.27,7.87,1.21,55.64,22.3,20,"J",311,"GOND",286000,0.0,11,124.1
"PENA",633227,"L",1,2011,3,22,2014,11,17,"E","VXG","VFP","A",15,9,2012,1,21,39,"JOPP","PRT",543,78,28.8,36.77,7.97,1.28,22.34,21.2,20,"J",311,"GOND",286000,0.0,60,103.3
"GHHA",213580,"L",2,2009,11,27,2012,11,27,"E","VXG","VFP","A",15,9,2012,1,21,39,"JOPP","PRT",1023,61,27.61,31.9,4.29,1.16,23.59,21.6,21,"J",311,"GOND",286000,0.0,11,106.8
"VSVA",4574,"R",3,2010,1,4,2013,1,4,"E","VXG","GNP","A",17,9,2012,23,29,12,"JOPP","PRT",987,62,44.15,54.79,10.64,1.24,24.8,23.7,21,"J",311,"GOND",286000,657.4,61,124.5
"EQ",866833,"R",1,2011,10,12,2013,8,29,"E","EHQ","ZWP","A",14,9,2012,9,22,15,"JOPP","PRT",338,10,25.6,31.97,6.37,1.25,36.16,23.4,21,"J",311,"GOND",286000,0.0,65,105.1
"GHHA",213679,"L",1,2008,11,27,2014,11,25,"E","VXG","ZWP","A",15,9,2012,4,35,21,"JOPP","PRT",1388,85,45.1,47.37,2.27,1.05,24.37,19.7,21,"J",311,"GOND",286000,4653.6,11,114.3
"EQVI",503802,"R",4,2011,6,28,2014,5,24,"S","OSF","WDF","D",14,9,2012,11,13,0,"PEST","SALIENT",444,17,22.14,24.6,2.46,1.11,34.22,136.6,95,"S",162,"IFLT",803000,0.0,11,158.1
"EQVI",503798,"L",7,2009,10,10,2012,10,10,"S","OSF","WDF","D",14,9,2012,11,13,0,"PEST","SALIENT",1070,9,20.85,25.21,4.36,1.21,33.27,136.0,94,"S",162,"IFLT",800000,0.0,11,129.5
"JUGA",5907,"L",4,2011,10,5,2014,10,5,"E","NFF","FDP","A",14,9,2012,14,42,30,"AMAZ","PRT",345,29,35.25,36.15,0.9,1.03,54.04,21.6,20,"J",311,"GOND",286000,0.0,65,124.5
"EQVI",718609,"L",2,2011,8,19,2014,8,19,"X","FSL","FBV","G",15,9,2012,8,44,0,"COCH","SALIENT",393,35,31.87,35.97,4.1,1.13,54.31,31.7,31,"C",114,"HOPP",286000,0.0,25,109.5
"EQ",867113,"R",4,2011,10,28,2014,10,28,"E","RNR","HEP","A",18,9,2012,1,52,0,"ROGN","SALIENT",326,80,33.71,42.56,8.85,1.26,55.07,22.6,22,"J",311,"GOND",286000,0.0,65,125.1
"GHHA",9248,"L",1,2010,11,17,2014,4,24,"E","VXG","VFP","A",15,9,2012,10,14,21,"JOPP","PRT",668,28,41.25,45.74,4.49,1.11,31.12,21.3,21,"J",311,"GOND",286000,0.0,11,135.1
"EQVI",903466,"L",4,2010,11,25,2013,7,26,"E","FRE","VFP","A",14,9,2012,19,59,50,"JOPP","PRT",659,57,26.64,32.17,5.53,1.21,25.01,19.2,20,"J",311,"GOND",286000,0.0,11,101.9
"EQVI",718078,"R",1,2010,11,7,2013,11,7,"X","YDZ","DQY","M",14,9,2012,20,38,52,"JOPP","PRT",677,8,39.75,42.3,2.55,1.06,22.81,30.2,31,"C",114,"HOPP",286000,0.0,11,98.4
"EEJA",76547,"L",3,2010,7,31,2013,6,3,"E","VDL","EWP","A",15,9,2012,23,22,4,"AMAZ","PRT",777,84,35.49,38.42,2.93,1.08,44.09,24.5,21,"J",311,"GOND",286000,0.0,65,117.3
"EQVI",904009,"R",3,2010,10,1,2013,2,7,"E","UEH","VAP","E",15,9,2012,0,28,0,"MESA","SALIENT",714,62,34.91,41.99,7.08,1.2,50.46,20.8,20,"J",311,"GOND",286000,3726.67,61,113.2
"EQVI",903831,"L",2,2010,4,8,2014,2,3,"E","LRJ","FNP","A",16,9,2012,0,33,0,"ROGN","SALIENT",891,105,34.2,39.14,4.94,1.14,33.63,21.6,21,"J",311,"GOND",286000,0.0,11,123.2
"EQ",868936,"L",3,2012,3,1,2013,12,16,"E","LRJ","FNP","A",16,9,2012,0,33,0,"ROGN","SALIENT",198,81,37.85,42.2,4.35,1.11,35.07,23.8,21,"J",311,"GOND",286000,0.0,11,124.3
"FHIA",78526,"L",3,2009,4,2,2013,9,26,"E","VXG","GNP","A",15,9,2012,7,38,34,"JOPP","PRT",1262,26,25.08,29.36,4.28,1.17,35.07,21.1,20,"J",311,"GOND",286000,0.0,11,102.2
"EQVI",905751,"L",1,2010,1,22,2013,11,22,"E","FRE","HWP","A",15,9,2012,8,6,0,"BMRK","SALIENT",967,64,30.65,37.53,6.88,1.22,22.87,21.6,20,"J",311,"GOND",286000,0.0,60,102.8
"EQ",868810,"R",1,2012,4,28,2014,7,6,"E","VOH","JMF","A",15,9,2012,13,25,0,"ROGN","SALIENT",140,9,35.93,39.07,3.14,1.09,47.74,23.8,21,"J",311,"GOND",286000,0.0,65,124.3
"EQVI",992028,"L",3,2008,2,25,2014,10,6,"E","VOH","JMF","A",15,9,2012,13,25,0,"ROGN","SALIENT",1664,52,33.35,36.56,3.21,1.1,47.6,21.9,21,"J",311,"GOND",286000,0.0,60,126.6
"NFOA",828354,"L",2,2011,6,3,2014,6,3,"E","VDL","FGP","A",16,9,2012,7,34,34,"AMAZ","PRT",471,47,38.26,39.41,1.15,1.03,50.6,22.4,22,"J",311,"GOND",286000,0.0,11,109.0
"NFOA",24313,"R",1,2010,1,2,2013,1,2,"E","VDL","FGP","A",16,9,2012,7,34,34,"AMAZ","PRT",988,75,34.33,44.21,9.88,1.29,48.86,23.1,21,"J",311,"GOND",286000,0.0,65,110.1
"FLWA",833868,"R",3,2009,6,19,2013,12,3,"E","FUG","DWP","A",15,9,2012,17,7,0,"ROGN","SALIENT",1184,75,35.92,45.17,9.25,1.26,39.89,21.5,20,"J",311,"GOND",286000,0.0,65,125.4
"FHIA",71944,"R",2,2010,3,20,2012,10,2,"E","FUG","DWP","A",15,9,2012,17,7,0,"ROGN","SALIENT",910,81,38.34,43.52,5.18,1.14,39.99,21.7,20,"J",311,"GOND",286000,0.0,11,123.6
"SQMA",83040,"R",4,2008,12,3,2013,4,27,"E","GRO","HEP","D",15,9,2012,19,8,0,"ROGN","SALIENT",1382,70,31.82,34.03,2.21,1.07,54.23,21.1,20,"J",311,"GOND",286000,483.81,11,121.1
"EVSA",4193,"R",1,2010,4,1,2013,4,1,"E","EVE","UZP","A",16,9,2012,3,31,10,"JOPP","PRT",899,7,24.45,27.63,3.18,1.13,32.55,21.4,21,"J",311,"GOND",286000,0.0,11,102.4
"NFOA",27458,"R",2,2011,3,9,2014,5,8,"E","NFO","DWP","A",16,9,2012,21,40,13,"AMAZ","PRT",557,28,36.84,39.48,2.64,1.07,54.93,22.6,21,"J",311,"GOND",286000,0.0,11,123.1
"FHIA",94240,"R",2,2011,1,8,2014,1,8,"E","FUG","VFP","A",17,9,2012,6,34,0,"ROGN","SALIENT",618,68,35.55,41.54,5.99,1.17,33.5,25.6,24,"K",341,"HOPP",286000,0.0,11,122.1
"EQVI",985788,"L",1,2010,3,15,2013,3,15,"E","YLO","QDP","A",17,9,2012,10,44,25,"JOPP","PRT",917,17,40.68,48.67,7.99,1.2,33.31,25.4,24,"K",341,"HOPP",286000,0.0,11,131.7
"EQVI",710876,"R",4,2010,7,23,2013,4,24,"X","OYZ","KDV","M",2,2,2013,18,48,0,"MESA","SALIENT",925,83,31.7,42.16,10.46,1.33,44.27,31.8,31,"C",114,"HOPP",286000,0.0,11,113.5
"EQVI",903109,"R",1,2012,4,28,2014,4,19,"E","FRE","VFP","A",1,2,2013,19,53,0,"BMRK","SALIENT",279,54,44.34,45.55,1.21,1.03,29.74,25.2,21,"J",311,"GOND",286000,0.0,11,135.6
"EQVI",903079,"R",1,2011,7,24,2014,7,24,"E","RNR","FGP","A",4,2,2013,10,49,0,"ROGN","SALIENT",561,97,37.08,39.53,2.45,1.07,37.99,21.6,21,"J",311,"GOND",286000,0.0,75,123.2
"GWWA",99638,"R",3,2010,3,2,2013,3,2,"Z","VVH","FKF","A",1,2,2013,20,58,0,"COCH","SALIENT",1067,12,21.72,46.71,24.99,2.15,59.34,98.4,65,"S",635,"IFLT",485600,0.0,11,83.8
"IHF",5339,"R",1,2010,5,5,2014,12,5,"Q","VWR","FKL","A",8,2,2013,22,30,0,"DEAN","SALIENT",1010,13,23.15,35.77,12.62,1.55,62.51,74.4,26,"S",619,"IFLT",220000,7605.09,11,51.1
"EQVI",903566,"R",2,2012,8,7,2014,8,7,"E","EHQ","HWP","A",5,2,2013,10,27,27,"JOPP","PRT",182,84,42.51,46.68,4.17,1.1,39.46,29.4,20,"J",311,"GOND",286000,0.0,65,129.1
"EQ",867713,"L",1,2012,8,9,2013,2,25,"E","EHQ","HWP","A",5,2,2013,10,27,27,"JOPP","PRT",180,64,38.43,53.9,15.47,1.4,33.48,34.3,21,"J",311,"GOND",286000,1943.04,65,136.5
"EQVI",984563,"R",3,2009,6,15,2014,10,9,"E","FHF","VFP","A",3,2,2013,17,50,33,"VELO","PRT",1329,28,39.36,48.35,8.99,1.23,36.56,26.2,24,"K",341,"HOPP",286000,0.0,11,124.3
"EQVI",985390,"R",4,2011,6,22,2014,11,3,"E","FHF","VFP","A",3,2,2013,17,50,33,"VELO","PRT",592,66,36.51,44.92,8.41,1.23,35.45,25.9,24,"K",341,"HOPP",286000,0.0,11,126.7
"FROA",7479,"R",1,2011,5,15,2013,11,27,"E","VSF","FUP","B",8,2,2013,5,35,19,"JOPP","PRT",635,57,39.36,43.87,4.51,1.11,39.54,26.8,22,"J",311,"GOND",286000,0.0,65,130.4
"NFOA",27458,"L",3,2009,5,15,2014,8,9,"E","NFK","DWP","A",1,2,2013,23,17,15,"AMAZ","PRT",1358,88,33.49,35.91,2.42,1.07,50.34,22.9,21,"J",311,"GOND",286000,0.0,60,116.7
"EQVI",992737,"L",1,2010,4,23,2013,4,23,"E","UEH","VAP","A",4,2,2013,9,37,0,"PEST","SALIENT",1018,59,30.6,46.55,15.95,1.52,34.02,21.8,21,"J",311,"GOND",286000,6411.7,65,107.7
"EQVI",904334,"L",2,2009,11,22,2014,3,11,"E","UEH","VAP","A",4,2,2013,9,37,0,"PEST","SALIENT",1170,110,26.55,34.38,7.83,1.29,34.41,22.2,21,"J",311,"GOND",286000,0.0,11,95.5
"EQVI",718181,"L",2,2010,10,22,2013,9,10,"X","VZD","VWF","A",3,2,2013,15,7,0,"COCH","SALIENT",835,105,35.02,46.7,11.68,1.33,48.11,31.0,30,"C",114,"HOPP",286000,0.0,11,113.3
"EQVI",867895,"R",1,2011,9,7,2014,9,7,"U","NDL","SLW","T",5,2,2013,19,19,0,"WINT","SALIENT",517,38,33.6,48.82,15.22,1.45,38.96,25.2,25,"E",241,"GOND",286000,0.0,11,114.8
"EQVI",717714,"R",2,2011,9,19,2014,9,19,"X","NDO","QUN","H",5,2,2013,16,40,31,"MALT","PRT",505,60,30.42,35.76,5.34,1.18,53.75,31.2,30,"C",114,"HOPP",286000,0.0,11,106.5
"IXUA",294620,"R",4,2011,8,9,2014,8,9,"E","FOV","EWP","A",2,2,2013,1,12,10,"PRAI","PRT",543,102,31.23,37.13,5.9,1.19,33.2,23.2,23,"J",301,"GOND",286000,0.0,65,120.0
"EQVI",719117,"L",3,2011,7,26,2014,7,26,"X","WDF","RWY","H",6,2,2013,6,42,5,"MALT","PRT",561,48,39.45,42.46,3.01,1.08,49.35,31.5,31,"C",114,"HOPP",286000,0.0,61,112.2
"VSVA",9060,"R",2,2011,5,27,2014,5,27,"E","VXG","VFP","A",7,2,2013,3,11,18,"JOPP","PRT",622,56,39.49,42.99,3.5,1.09,37.59,30.3,21,"J",311,"GOND",286000,38.74,11,116.4
"GHHA",8666,"R",1,2008,8,15,2014,1,27,"E","VXG","VFP","A",7,2,2013,3,11,18,"JOPP","PRT",1637,80,29.22,30.93,1.71,1.06,38.24,32.0,23,"J",301,"GOND",286000,0.0,11,105.6
"FHIA",76013,"R",4,2011,4,27,2014,12,9,"E","VSV","EWP","A",2,2,2013,1,59,0,"ROGN","SALIENT",647,52,36.46,42.06,5.6,1.15,55.1,21.5,21,"J",311,"GOND",286000,0.0,11,126.4
"EQVI",904134,"R",4,2010,7,16,2014,11,13,"E","VSV","EWP","A",2,2,2013,1,59,0,"ROGN","SALIENT",932,77,36.47,39.85,3.38,1.09,54.02,20.8,20,"J",311,"GOND",286000,0.0,60,125.8
